#query	target	e-value	identity (%)	score
YAL001C				
YFL033C	Paxin1_166209	3e-37	33%	147
YFL033C	Paxin1_165719	7e-35	40%	140
YFL033C	Paxin1_80186	2e-34	39%	144
YFL033C	Paxin1_164859	2e-33	42%	136
YFL034C-A	Paxin1_102496	8e-29	46%	102
YFL034C-B	Paxin1_166313	4e-53	41%	171
YFL034C-B	Paxin1_111026	1e-43	54%	145
YFL034W	Paxin1_170157	1e-158	41%	497
YFL036W	Paxin1_41991	8e-164	49%	499
YFL036W	Paxin1_179480	2e-51	39%	196
YFL037W	Paxin1_169793	0.0	61%	535
YFL037W	Paxin1_7576	2e-118	40%	353
YFL037W	Paxin1_7577	2e-109	38%	330
YFL037W	Paxin1_161192	1e-106	76%	314
YFL037W	Paxin1_130642	2e-96	36%	296
YFL038C	Paxin1_73497	1e-98	80%	284
YFL038C	Paxin1_164865	2e-75	53%	224
YFL038C	Paxin1_170075	8e-61	45%	188
YFL038C	Paxin1_165176	3e-53	49%	169
YFL038C	Paxin1_166756	3e-50	51%	162
YFL039C	Paxin1_20222	0.0	88%	532
YFL039C	Paxin1_165142	1e-159	57%	452
YFL039C	Paxin1_20103	1e-139	81%	396
YFL039C	Paxin1_165842	5e-131	48%	380
YFL039C	Paxin1_171011	9e-78	36%	245
YFL040W	Paxin1_169734	8e-53	28%	186
YFL040W	Paxin1_115938	4e-44	26%	162
YFL040W	Paxin1_169735	2e-38	26%	146
YFL040W	Paxin1_169083	1e-31	24%	127
YFL040W	Paxin1_113728	7e-27	25%	113
YFL041W	Paxin1_12668	1e-94	36%	299
YFL041W	Paxin1_165942	3e-66	31%	224
YFL041W	Paxin1_159505	3e-64	31%	222
YFL041W	Paxin1_6968	7e-63	32%	216
YFL041W	Paxin1_96083	3e-61	30%	211
YFL041W-A				
YFL042C	Paxin1_13308	1e-46	26%	177
YFL042C	Paxin1_103063	3e-27	38%	111
YFL042C	Paxin1_101706	1e-15	31%	79.7
YFL042C	Paxin1_122092	6e-15	28%	75.1
YFL044C	Paxin1_162410	2e-32	30%	121
YFL045C	Paxin1_165656	1e-115	64%	330
YFL046W	Paxin1_125161	5e-40	39%	135
YFL047W	Paxin1_165702	1e-28	24%	122
YFL048C				
YFL049W				
YFL050C	Paxin1_108678	9e-116	49%	358
YFL050C	Paxin1_95290	1e-32	42%	134
YFL051C				
YFL052W				
YFL053W	Paxin1_174258	7e-125	42%	379
YFL053W	Paxin1_82830	2e-93	33%	299
YFL053W	Paxin1_45011	6e-64	30%	217
YFL053W	Paxin1_20844	3e-43	33%	157
YFL054C	Paxin1_161922	7e-78	47%	249
YFL054C	Paxin1_9757	7e-71	42%	232
YFL054C	Paxin1_116460	4e-16	28%	79.3
YFL055W	Paxin1_81447	5e-84	35%	270
YFL055W	Paxin1_166906	4e-78	33%	256
YFL055W	Paxin1_165046	6e-75	31%	246
YFL055W	Paxin1_176227	2e-66	31%	223
YFL055W	Paxin1_6870	2e-66	30%	224
YFL056C	Paxin1_167758	4e-54	52%	176
YFL056C	Paxin1_135384	2e-20	37%	86.3
YFL056C	Paxin1_166825	3e-16	34%	75.1
YFL056C	Paxin1_164027	5e-16	32%	74.3
YFL056C	Paxin1_83940	6e-15	31%	71.2
YFL057C	Paxin1_167758	4e-45	56%	150
YFL058W				
YFL059W	Paxin1_112021	2e-134	65%	383
YFL060C	Paxin1_170948	8e-31	37%	112
YFL061W				
YFL062W				
YFL063W				
YFL064C				
YFL065C				
YFL066C				
YFL067W				
YFL068W				
YFR001W				
YFR002W	Paxin1_164870	1e-64	24%	231
YFR003C				
YFR004W	Paxin1_166386	4e-144	66%	407
YFR004W	Paxin1_167370	1e-33	35%	125
YFR005C	Paxin1_160089	5e-63	31%	212
YFR006W	Paxin1_108819	7e-65	30%	220
YFR006W	Paxin1_107213	7e-37	29%	142
YFR007W	Paxin1_163232	1e-27	30%	107
YFR008W				
YFR009W	Paxin1_5505	1e-128	44%	390
YFR009W	Paxin1_171978	2e-119	36%	372
YFR009W	Paxin1_84947	7e-98	33%	316
YFR009W	Paxin1_22376	7e-45	56%	156
YFR009W	Paxin1_166847	6e-35	29%	142
YFR009W-A				
YFR010W	Paxin1_170201	2e-79	31%	256
YFR010W-A				
YFR011C				
YFR012W				
YFR012W-A				
YFR013W				
YFR014C	Paxin1_168826	4e-92	43%	285
YFR014C	Paxin1_88902	7e-77	38%	245
YFR014C	Paxin1_160756	2e-46	30%	168
YFR014C	Paxin1_174169	2e-44	36%	164
YFR014C	Paxin1_156431	5e-42	36%	158
YFR015C	Paxin1_69631	0.0	62%	876
YFR016C				
YFR017C				
YFR018C	Paxin1_74380	1e-37	33%	139
YFR019W	Paxin1_106030	2e-102	43%	367
YFR019W	Paxin1_19927	8e-15	30%	77.8
YFR019W	Paxin1_89740	2e-14	30%	77.0
YFR020W				
YFR021W	Paxin1_18580	4e-62	43%	201
YFR021W	Paxin1_169336	8e-59	59%	199
YFR021W	Paxin1_19041	3e-51	41%	173
YFR021W	Paxin1_22122	5e-15	31%	70.5
YFR021W	Paxin1_166281	2e-12	33%	67.8
YFR022W	Paxin1_21015	2e-21	27%	98.6
YFR022W	Paxin1_103730	8e-21	27%	96.7
YFR023W	Paxin1_168375	3e-37	27%	146
YFR024C-A	Paxin1_173409	3e-87	38%	274
YFR024C-A	Paxin1_173349	3e-85	37%	269
YFR024C-A	Paxin1_72863	8e-65	52%	209
YFR024C-A	Paxin1_64064	9e-14	55%	72.0
YFR024C-A	Paxin1_84964	3e-11	45%	63.9
YFR025C	Paxin1_103575	2e-56	31%	184
YFR026C				
YFR027W				
YFR028C	Paxin1_153055	3e-89	41%	289
YFR029W				
YFR030W	Paxin1_67312	2e-120	44%	393
YFR030W	Paxin1_170903	5e-44	29%	168
YFR030W	Paxin1_89908	2e-29	25%	124
YFR031C	Paxin1_174879	0.0	43%	932
YFR031C	Paxin1_134132	1e-30	23%	130
YFR031C	Paxin1_100517	1e-17	30%	87.8
YFR031C	Paxin1_99948	1e-13	29%	75.1
YFR031C	Paxin1_93588	2e-12	36%	64.3
YFR031C-A	Paxin1_166030	3e-142	74%	398
YFR031C-A	Paxin1_80219	3e-16	38%	76.3
YFR032C				
YFR032C-A	Paxin1_166112	4e-22	73%	79.0
YFR032C-B				
YFR033C				
YFR034C				
YFR034W-A				
YFR035C				
YFR036W				
YFR036W-A				
YFR037C	Paxin1_168856	3e-98	43%	312
YFR038W	Paxin1_164904	1e-117	34%	389
YFR038W	Paxin1_108979	8e-110	40%	356
YFR038W	Paxin1_166865	5e-100	38%	338
YFR038W	Paxin1_102214	7e-82	30%	273
YFR038W	Paxin1_163783	2e-80	34%	278
YFR039C				
YFR040W	Paxin1_168212	4e-26	27%	114
YFR041C	Paxin1_104083	3e-18	25%	82.4
YFR041C	Paxin1_141424	1e-17	29%	78.2
YFR042W				
YFR043C				
YFR044C	Paxin1_168450	2e-165	52%	475
YFR044C	Paxin1_169346	2e-127	43%	378
YFR044C	Paxin1_173207	3e-127	43%	378
YFR044C	Paxin1_172169	5e-118	41%	354
YFR044C	Paxin1_103444	2e-114	41%	345
YFR045W	Paxin1_170243	5e-32	30%	118
YFR045W	Paxin1_165325	2e-11	28%	63.2
YFR046C				
YFR047C	Paxin1_96540	2e-106	49%	311
YFR048W	Paxin1_168871	2e-52	41%	187
YFR048W	Paxin1_78877	5e-44	37%	162
YFR048W	Paxin1_100187	2e-17	26%	83.6
YFR049W				
YFR050C	Paxin1_103645	1e-79	48%	240
YFR050C	Paxin1_103639	1e-79	48%	240
YFR051C	Paxin1_119919	7e-52	50%	178
YFR051C	Paxin1_94844	1e-27	33%	112
YFR052C-A				
YFR052W	Paxin1_96394	2e-43	35%	147
YFR053C	Paxin1_75234	7e-139	48%	406
YFR053C	Paxin1_166081	1e-79	32%	256
YFR054C				
YFR055W	Paxin1_138106	5e-32	30%	123
YFR055W	Paxin1_79654	2e-22	26%	97.1
YFR055W	Paxin1_174928	4e-21	28%	92.4
YFR055W	Paxin1_166655	4e-19	26%	87.0
YFR055W	Paxin1_73301	2e-12	34%	66.6
YFR056C				
YFR057W				
YGL001C	Paxin1_169393	2e-61	45%	202
YGL002W	Paxin1_165695	2e-49	40%	159
YGL003C	Paxin1_77087	3e-92	37%	295
YGL003C	Paxin1_71743	4e-33	27%	131
YGL003C	Paxin1_180221	1e-29	31%	121
YGL003C	Paxin1_54727	4e-18	26%	86.3
YGL003C	Paxin1_78379	7e-16	27%	79.3
YGL004C	Paxin1_97605	1e-14	24%	75.5
YGL004C	Paxin1_25559	5e-14	27%	72.4
YGL004C	Paxin1_57252	2e-12	40%	68.2
YGL004C	Paxin1_70346	5e-12	38%	64.3
YGL004C	Paxin1_169460	1e-11	37%	65.1
YGL005C				
YGL006W	Paxin1_12900	0.0	41%	650
YGL006W	Paxin1_168107	6e-77	27%	274
YGL006W	Paxin1_80532	1e-55	26%	209
YGL006W	Paxin1_103914	7e-55	29%	201
YGL006W	Paxin1_170232	2e-45	30%	177
YGL006W-A				
YGL007C-A				
YGL007W				
YGL008C	Paxin1_169584	4e-164	38%	504
YGL008C	Paxin1_80532	4e-45	27%	174
YGL008C	Paxin1_170232	5e-45	27%	174
YGL008C	Paxin1_173345	2e-44	23%	173
YGL008C	Paxin1_80503	9e-42	26%	164
YGL009C	Paxin1_166113	0.0	61%	898
YGL009C	Paxin1_166656	0.0	59%	894
YGL009C	Paxin1_171495	2e-46	25%	176
YGL009C	Paxin1_165034	1e-23	24%	105
YGL010W	Paxin1_107824	1e-13	29%	63.9
YGL011C	Paxin1_166007	3e-78	46%	236
YGL011C	Paxin1_166295	3e-31	30%	115
YGL011C	Paxin1_167947	3e-27	32%	105
YGL011C	Paxin1_153073	5e-27	36%	101
YGL011C	Paxin1_172319	9e-26	28%	100
YGL012W	Paxin1_106821	5e-145	48%	422
YGL012W	Paxin1_72160	1e-44	29%	161
YGL012W	Paxin1_9354	1e-17	28%	81.3
YGL013C				
YGL014C-A				
YGL014W	Paxin1_164920	6e-84	41%	289
YGL014W	Paxin1_73487	6e-51	33%	182
YGL014W	Paxin1_162238	1e-26	28%	116
YGL014W	Paxin1_80426	3e-14	22%	75.9
YGL015C				
YGL016W				
YGL017W	Paxin1_166280	9e-39	29%	145
YGL018C				
YGL019W	Paxin1_166338	2e-60	37%	194
YGL019W	Paxin1_171403	1e-41	39%	143
YGL020C				
YGL021W				
YGL022W	Paxin1_165818	0.0	66%	573
YGL023C				
YGL024W				
YGL025C				
YGL026C	Paxin1_85986	0.0	57%	813
YGL026C	Paxin1_177435	7e-20	39%	85.1
YGL027C	Paxin1_88925	1e-149	35%	456
YGL028C				
YGL029W				
YGL030W	Paxin1_165660	7e-46	65%	142
YGL031C	Paxin1_168384	2e-17	33%	73.9
YGL032C				
YGL033W				
YGL034C				
YGL035C	Paxin1_154238	2e-23	69%	103
YGL035C	Paxin1_138172	7e-15	46%	75.9
YGL035C	Paxin1_110857	8e-14	44%	73.2
YGL035C	Paxin1_176752	3e-11	46%	64.7
YGL035C	Paxin1_86770	4e-11	53%	59.3
YGL036W				
YGL037C	Paxin1_168964	1e-36	34%	127
YGL038C				
YGL039W	Paxin1_138878	8e-50	33%	169
YGL039W	Paxin1_141521	9e-48	32%	164
YGL039W	Paxin1_102273	7e-46	32%	159
YGL040C	Paxin1_69908	5e-150	63%	425
YGL041C				
YGL041C-B				
YGL041W-A				
YGL042C				
YGL043W	Paxin1_62651	6e-48	31%	161
YGL044C	Paxin1_132236	1e-20	30%	89.4
YGL045W				
YGL047W	Paxin1_74278	3e-20	31%	82.8
YGL048C	Paxin1_103492	0.0	78%	568
YGL048C	Paxin1_134006	0.0	78%	568
YGL048C	Paxin1_81037	1e-117	49%	348
YGL048C	Paxin1_167990	3e-108	50%	325
YGL048C	Paxin1_165768	2e-106	43%	318
YGL049C	Paxin1_99503	8e-51	37%	191
YGL049C	Paxin1_169050	1e-50	40%	193
YGL049C	Paxin1_114833	1e-50	37%	183
YGL049C	Paxin1_77136	2e-48	38%	173
YGL049C	Paxin1_103675	2e-48	36%	183
YGL050W				
YGL051W				
YGL052W				
YGL053W				
YGL054C	Paxin1_168975	7e-53	59%	162
YGL055W	Paxin1_167321	4e-124	44%	369
YGL055W	Paxin1_169725	4e-124	44%	371
YGL055W	Paxin1_103580	1e-123	44%	369
YGL055W	Paxin1_171278	4e-123	42%	367
YGL055W	Paxin1_19866	2e-121	43%	363
YGL056C	Paxin1_162950	8e-28	29%	115
YGL057C				
YGL058W	Paxin1_170199	3e-85	74%	246
YGL058W	Paxin1_164151	1e-37	40%	125
YGL058W	Paxin1_172107	1e-34	41%	118
YGL058W	Paxin1_168830	1e-34	37%	117
YGL058W	Paxin1_167419	8e-33	39%	114
YGL059W	Paxin1_107726	4e-33	23%	130
YGL059W	Paxin1_167982	3e-23	26%	100
YGL060W				
YGL061C				
YGL062W	Paxin1_165631	0.0	64%	1462
YGL062W	Paxin1_106152	1e-101	38%	338
YGL062W	Paxin1_174880	1e-77	43%	259
YGL062W	Paxin1_165527	5e-60	31%	225
YGL063C-A				
YGL063W	Paxin1_65710	3e-54	35%	186
YGL064C	Paxin1_109762	7e-27	24%	114
YGL064C	Paxin1_140824	1e-26	24%	113
YGL064C	Paxin1_169875	4e-25	26%	108
YGL064C	Paxin1_174633	3e-21	24%	97.1
YGL064C	Paxin1_9980	2e-17	27%	84.3
YGL065C	Paxin1_177173	2e-104	41%	320
YGL066W	Paxin1_67146	1e-15	59%	77.8
YGL067W	Paxin1_167053	7e-44	30%	156
YGL067W	Paxin1_172979	8e-44	30%	156
YGL068W	Paxin1_166259	1e-27	48%	102
YGL069C				
YGL070C	Paxin1_162687	3e-23	37%	85.1
YGL070C	Paxin1_47072	7e-21	41%	79.3
YGL071W				
YGL072C				
YGL073W	Paxin1_75006	6e-44	36%	159
YGL073W	Paxin1_87057	2e-22	45%	91.7
YGL073W	Paxin1_10331	1e-18	27%	90.5
YGL074C				
YGL075C				
YGL076C	Paxin1_20437	5e-88	57%	260
YGL077C	Paxin1_129253	7e-66	30%	222
YGL077C	Paxin1_165834	8e-52	26%	184
YGL077C	Paxin1_97896	4e-46	29%	169
YGL077C	Paxin1_72010	2e-45	27%	167
YGL077C	Paxin1_164637	4e-45	26%	164
YGL078C	Paxin1_94366	2e-132	51%	391
YGL078C	Paxin1_94356	8e-132	51%	389
YGL078C	Paxin1_83637	8e-85	43%	268
YGL078C	Paxin1_6380	8e-78	37%	255
YGL078C	Paxin1_174633	1e-76	38%	259
YGL079W				
YGL080W	Paxin1_5908	3e-35	55%	117
YGL080W	Paxin1_159790	3e-35	55%	117
YGL081W				
YGL082W	Paxin1_15632	1e-13	29%	70.9
YGL083W	Paxin1_111962	4e-67	30%	238
YGL084C	Paxin1_171402	2e-168	44%	489
YGL085W	Paxin1_135774	1e-26	32%	103
YGL086W				
YGL087C	Paxin1_171934	9e-58	59%	175
YGL087C	Paxin1_164151	5e-11	36%	55.8
YGL088W				
YGL089C				
YGL090W				
YGL091C	Paxin1_66057	1e-154	66%	435
YGL091C	Paxin1_165396	4e-71	46%	222
YGL091C	Paxin1_103302	3e-43	37%	150
YGL092W	Paxin1_166486	1e-19	38%	94.4
YGL093W				
YGL094C	Paxin1_73988	8e-117	30%	389
YGL095C				
YGL096W	Paxin1_163161	4e-15	55%	74.3
YGL097W	Paxin1_166425	3e-53	32%	187
YGL097W	Paxin1_96081	3e-11	25%	64.3
YGL098W				
YGL099W	Paxin1_165258	3e-78	53%	261
YGL099W	Paxin1_166573	1e-20	25%	94.7
YGL099W	Paxin1_172309	3e-19	32%	90.9
YGL099W	Paxin1_105871	8e-19	50%	89.7
YGL100W	Paxin1_163307	3e-62	31%	203
YGL100W	Paxin1_174886	9e-31	28%	118
YGL100W	Paxin1_169708	9e-13	25%	67.4
YGL101W	Paxin1_160158	9e-42	36%	140
YGL102C				
YGL103W	Paxin1_168857	2e-69	65%	205
YGL104C	Paxin1_130952	7e-59	30%	200
YGL104C	Paxin1_169083	6e-33	26%	130
YGL104C	Paxin1_171274	2e-21	22%	96.3
YGL104C	Paxin1_101276	3e-21	23%	95.9
YGL104C	Paxin1_169798	9e-21	24%	94.4
YGL105W	Paxin1_72862	3e-48	46%	167
YGL106W	Paxin1_171033	3e-38	48%	126
YGL106W	Paxin1_168760	4e-27	39%	98.2
YGL107C				
YGL108C				
YGL109W				
YGL110C				
YGL111W				
YGL112C	Paxin1_167609	3e-62	36%	211
YGL113W				
YGL114W	Paxin1_171459	4e-150	40%	451
YGL114W	Paxin1_9154	9e-29	26%	119
YGL114W	Paxin1_164509	2e-16	30%	82.4
YGL114W	Paxin1_88433	5e-13	33%	68.6
YGL114W	Paxin1_104133	2e-12	33%	68.2
YGL115W	Paxin1_64464	1e-84	43%	259
YGL116W	Paxin1_77087	2e-55	32%	197
YGL116W	Paxin1_180221	6e-40	38%	152
YGL116W	Paxin1_71743	3e-27	28%	114
YGL116W	Paxin1_171736	8e-19	27%	88.6
YGL116W	Paxin1_24711	9e-17	27%	80.1
YGL117W				
YGL118C				
YGL119W	Paxin1_161628	4e-112	44%	337
YGL119W	Paxin1_93221	4e-52	39%	175
YGL119W	Paxin1_9222	5e-26	48%	106
YGL119W	Paxin1_93562	5e-22	43%	90.1
YGL119W	Paxin1_166620	1e-17	27%	85.1
YGL120C	Paxin1_166638	0.0	62%	900
YGL120C	Paxin1_101199	0.0	55%	798
YGL120C	Paxin1_6118	0.0	46%	589
YGL120C	Paxin1_104185	0.0	49%	530
YGL120C	Paxin1_64876	1e-171	44%	506
YGL121C				
YGL122C	Paxin1_133532	2e-16	33%	81.6
YGL123C-A				
YGL123W	Paxin1_167242	2e-109	71%	315
YGL124C	Paxin1_161913	5e-41	26%	155
YGL125W	Paxin1_160375	0.0	50%	578
YGL125W	Paxin1_176130	1e-131	39%	397
YGL126W				
YGL127C	Paxin1_109664	7e-16	39%	67.8
YGL128C				
YGL129C	Paxin1_141963	7e-16	25%	77.8
YGL129C	Paxin1_118371	8e-16	25%	77.4
YGL130W	Paxin1_10300	2e-80	39%	254
YGL131C	Paxin1_125615	3e-38	25%	154
YGL131C	Paxin1_106920	1e-16	27%	85.1
YGL132W				
YGL133W	Paxin1_165056	5e-25	26%	111
YGL134W				
YGL135W	Paxin1_16083	3e-98	69%	283
YGL136C	Paxin1_127676	3e-15	23%	73.9
YGL136C	Paxin1_104975	2e-13	41%	70.1
YGL137W	Paxin1_172981	0.0	49%	792
YGL137W	Paxin1_16065	0.0	47%	602
YGL137W	Paxin1_171694	2e-61	27%	225
YGL137W	Paxin1_47022	1e-25	30%	110
YGL137W	Paxin1_26950	2e-25	31%	105
YGL138C				
YGL139W	Paxin1_129191	4e-18	30%	88.2
YGL140C	Paxin1_168017	2e-16	25%	83.6
YGL140C	Paxin1_167078	2e-16	26%	84.0
YGL141W	Paxin1_81792	2e-90	36%	308
YGL141W	Paxin1_167299	2e-40	32%	161
YGL141W	Paxin1_167790	5e-39	32%	155
YGL141W	Paxin1_168047	8e-35	30%	142
YGL141W	Paxin1_165588	6e-26	26%	114
YGL142C	Paxin1_119450	7e-56	27%	198
YGL143C	Paxin1_141427	2e-87	44%	268
YGL144C	Paxin1_125466	5e-15	30%	76.6
YGL145W				
YGL146C				
YGL147C	Paxin1_160866	2e-70	54%	211
YGL148W	Paxin1_65202	1e-177	62%	499
YGL149W				
YGL150C	Paxin1_95170	0.0	50%	686
YGL150C	Paxin1_164904	3e-74	33%	272
YGL150C	Paxin1_102214	6e-70	31%	245
YGL150C	Paxin1_18333	2e-55	34%	211
YGL150C	Paxin1_166865	3e-55	35%	211
YGL151W				
YGL152C				
YGL153W	Paxin1_5829	3e-21	27%	94.0
YGL154C				
YGL155W	Paxin1_167801	4e-25	30%	103
YGL155W	Paxin1_116997	8e-19	29%	85.5
YGL156W	Paxin1_171266	0.0	34%	577
YGL156W	Paxin1_173398	4e-148	35%	462
YGL156W	Paxin1_20760	5e-136	43%	426
YGL156W	Paxin1_16196	5e-56	31%	204
YGL156W	Paxin1_21182	3e-39	32%	152
YGL157W	Paxin1_138878	2e-53	33%	179
YGL157W	Paxin1_141521	8e-52	34%	174
YGL157W	Paxin1_102273	1e-49	34%	169
YGL158W	Paxin1_160756	6e-100	47%	312
YGL158W	Paxin1_88902	3e-39	31%	146
YGL158W	Paxin1_168826	2e-35	31%	136
YGL158W	Paxin1_168752	3e-33	32%	134
YGL158W	Paxin1_171043	1e-32	31%	130
YGL159W	Paxin1_96923	1e-11	28%	63.9
YGL160W	Paxin1_172621	2e-13	23%	71.6
YGL161C				
YGL162W				
YGL163C	Paxin1_175980	0.0	54%	816
YGL163C	Paxin1_175064	2e-138	42%	438
YGL163C	Paxin1_110641	1e-62	28%	226
YGL163C	Paxin1_166865	2e-57	29%	214
YGL163C	Paxin1_164904	1e-56	30%	211
YGL164C				
YGL165C				
YGL166W	Paxin1_113330	2e-17	55%	78.2
YGL166W	Paxin1_164928	2e-13	44%	67.4
YGL167C	Paxin1_103914	2e-175	46%	522
YGL167C	Paxin1_168107	7e-146	32%	457
YGL167C	Paxin1_158547	2e-86	50%	283
YGL167C	Paxin1_80532	2e-86	28%	296
YGL167C	Paxin1_12900	4e-86	28%	302
YGL168W				
YGL169W	Paxin1_68090	7e-82	42%	259
YGL170C				
YGL171W	Paxin1_123201	7e-115	40%	348
YGL171W	Paxin1_10518	1e-60	31%	213
YGL171W	Paxin1_174633	2e-59	32%	212
YGL171W	Paxin1_6380	7e-59	29%	206
YGL171W	Paxin1_112075	3e-55	29%	196
YGL172W				
YGL173C	Paxin1_48683	0.0	39%	893
YGL173C	Paxin1_81656	1e-63	31%	227
YGL173C	Paxin1_136410	6e-61	30%	220
YGL173C	Paxin1_119322	4e-19	38%	86.7
YGL174W				
YGL175C				
YGL176C				
YGL177W				
YGL178W	Paxin1_164920	2e-56	33%	209
YGL178W	Paxin1_73487	2e-35	30%	137
YGL178W	Paxin1_162238	1e-14	26%	77.4
YGL179C	Paxin1_158418	2e-39	31%	149
YGL179C	Paxin1_156431	2e-38	32%	150
YGL179C	Paxin1_174169	8e-36	32%	141
YGL179C	Paxin1_167852	2e-33	32%	135
YGL179C	Paxin1_161969	3e-31	28%	121
YGL180W	Paxin1_132525	3e-84	50%	286
YGL180W	Paxin1_169011	9e-37	31%	142
YGL180W	Paxin1_174169	1e-31	29%	131
YGL180W	Paxin1_76691	1e-31	30%	125
YGL180W	Paxin1_167119	2e-30	29%	127
YGL181W	Paxin1_168446	6e-18	36%	82.0
YGL181W	Paxin1_178874	5e-12	45%	65.9
YGL181W	Paxin1_94834	2e-11	38%	60.1
YGL181W	Paxin1_104234	4e-11	38%	58.9
YGL182C				
YGL183C	Paxin1_70318	2e-20	27%	84.3
YGL184C	Paxin1_79654	3e-112	50%	351
YGL184C	Paxin1_138106	4e-50	33%	176
YGL184C	Paxin1_174928	6e-28	27%	114
YGL184C	Paxin1_166655	1e-26	27%	110
YGL184C	Paxin1_103517	5e-21	28%	92.4
YGL185C	Paxin1_173859	6e-11	29%	62.8
YGL186C	Paxin1_103738	3e-69	30%	231
YGL186C	Paxin1_164496	8e-57	29%	199
YGL186C	Paxin1_92066	2e-55	30%	194
YGL186C	Paxin1_177489	1e-44	28%	164
YGL186C	Paxin1_169681	6e-42	24%	157
YGL187C	Paxin1_137389	4e-37	51%	124
YGL188C				
YGL188C-A				
YGL189C	Paxin1_169665	1e-49	68%	153
YGL190C	Paxin1_165706	5e-171	64%	489
YGL191W	Paxin1_124084	4e-18	43%	73.6
YGL192W	Paxin1_166175	4e-96	42%	303
YGL193C				
YGL194C	Paxin1_102345	3e-147	55%	429
YGL194C	Paxin1_103186	9e-147	55%	427
YGL194C	Paxin1_102455	8e-137	49%	403
YGL194C	Paxin1_170594	4e-126	48%	375
YGL194C	Paxin1_120048	1e-44	31%	159
YGL194C-A				
YGL195W	Paxin1_157123	2e-97	30%	350
YGL195W	Paxin1_162104	8e-20	27%	96.3
YGL195W	Paxin1_166847	2e-14	26%	78.6
YGL196W	Paxin1_65301	5e-67	33%	219
YGL197W				
YGL198W				
YGL199C				
YGL200C	Paxin1_166164	1e-48	41%	156
YGL200C	Paxin1_165695	5e-12	24%	61.2
YGL200C	Paxin1_69109	8e-12	26%	60.8
YGL201C	Paxin1_170560	0.0	48%	897
YGL201C	Paxin1_109366	2e-91	32%	311
YGL201C	Paxin1_85941	2e-86	48%	294
YGL201C	Paxin1_123446	3e-82	44%	281
YGL201C	Paxin1_113603	8e-79	47%	275
YGL202W	Paxin1_166331	1e-83	33%	267
YGL202W	Paxin1_166727	2e-65	29%	218
YGL202W	Paxin1_103787	6e-49	28%	173
YGL203C	Paxin1_166539	9e-88	33%	287
YGL203C	Paxin1_166062	1e-35	27%	140
YGL203C	Paxin1_169745	3e-34	27%	136
YGL203C	Paxin1_167613	3e-29	26%	121
YGL203C	Paxin1_6480	4e-28	33%	119
YGL204C				
YGL205W	Paxin1_175306	3e-49	36%	183
YGL205W	Paxin1_9110	7e-27	33%	115
YGL206C	Paxin1_165613	0.0	53%	1796
YGL206C	Paxin1_157663	9e-99	40%	326
YGL206C	Paxin1_86272	2e-12	67%	63.2
YGL207W	Paxin1_9925	0.0	40%	679
YGL208W				
YGL209W	Paxin1_154238	1e-16	48%	80.9
YGL209W	Paxin1_166850	3e-13	52%	63.9
YGL209W	Paxin1_86770	4e-13	55%	64.7
YGL209W	Paxin1_95840	8e-13	50%	68.6
YGL209W	Paxin1_37939	9e-13	57%	61.6
YGL210W	Paxin1_170075	5e-91	59%	265
YGL210W	Paxin1_73497	1e-55	45%	175
YGL210W	Paxin1_164865	4e-53	47%	169
YGL210W	Paxin1_165176	2e-49	46%	160
YGL210W	Paxin1_74227	1e-42	38%	142
YGL211W	Paxin1_67448	5e-148	60%	421
YGL212W	Paxin1_159740	2e-15	24%	74.7
YGL213C				
YGL214W				
YGL215W				
YGL216W	Paxin1_166165	3e-131	47%	415
YGL216W	Paxin1_168086	1e-58	40%	215
YGL216W	Paxin1_166017	3e-57	40%	212
YGL216W	Paxin1_112407	6e-51	31%	192
YGL216W	Paxin1_171676	3e-50	36%	187
YGL217C				
YGL218W				
YGL219C				
YGL220W	Paxin1_173414	2e-15	36%	65.1
YGL221C	Paxin1_177349	1e-52	38%	172
YGL222C				
YGL223C				
YGL224C	Paxin1_68496	4e-45	37%	151
YGL225W	Paxin1_165630	1e-116	51%	341
YGL226C-A				
YGL226W				
YGL227W	Paxin1_164933	2e-12	38%	70.1
YGL228W				
YGL229C	Paxin1_168212	1e-23	26%	106
YGL230C				
YGL231C	Paxin1_73780	3e-15	35%	68.6
YGL232W	Paxin1_136074	4e-27	30%	105
YGL233W	Paxin1_68085	5e-25	20%	110
YGL234W	Paxin1_159930	0.0	52%	715
YGL235W				
YGL236C	Paxin1_127548	0.0	49%	619
YGL237C	Paxin1_69934	2e-33	73%	118
YGL238W	Paxin1_75761	6e-168	33%	515
YGL239C				
YGL240W				
YGL241W	Paxin1_172312	8e-36	21%	146
YGL242C	Paxin1_100515	3e-12	37%	60.8
YGL243W	Paxin1_7143	9e-30	35%	115
YGL244W	Paxin1_168536	6e-43	28%	160
YGL245W	Paxin1_172129	0.0	52%	697
YGL245W	Paxin1_166411	5e-74	38%	254
YGL245W	Paxin1_127567	6e-12	26%	67.8
YGL246C	Paxin1_116122	2e-21	25%	94.0
YGL247W	Paxin1_104352	1e-15	30%	73.2
YGL248W	Paxin1_111809	7e-17	26%	80.1
YGL249W				
YGL250W				
YGL251C	Paxin1_98718	2e-161	34%	521
YGL251C	Paxin1_169339	2e-85	31%	305
YGL251C	Paxin1_107925	4e-69	30%	254
YGL251C	Paxin1_82449	3e-31	26%	132
YGL252C				
